-3.401923450999999692e-08,-1.499999999999999944e-01
5.708632498000000338e-04,-1.500000001000000027e-01
-3.387462223999999862e-08,-1.493623654000000023e-01
-3.357493825000000220e-08,-1.480409776999999927e-01
-3.325447867999999693e-08,-1.466279849000000080e-01
-3.291586259000000276e-08,-1.451349349999999927e-01
-3.256206238000000104e-08,-1.435749342000000039e-01
-3.219924873000000203e-08,-1.419751908000000118e-01
-3.183476533999999917e-08,-1.403680850000000035e-01
-3.147028196000000110e-08,-1.387609793000000036e-01
-3.110579858000000304e-08,-1.371538734999999953e-01
-3.074131519000000017e-08,-1.355467677999999954e-01
-3.037683181000000210e-08,-1.339396619999999871e-01
-3.001186600000000130e-08,-1.323304291000000077e-01
-2.964509470999999869e-08,-1.307132353000000080e-01
-2.927599635999999973e-08,-1.290857810000000105e-01
-2.890582427999999980e-08,-1.274535921999999932e-01
-2.853558245000000162e-08,-1.258210959000000129e-01
-2.816534062000000013e-08,-1.241885996000000048e-01
-2.779509878999999864e-08,-1.225561032999999966e-01
-2.742485696000000046e-08,-1.209236070000000024e-01
-2.705461512999999897e-08,-1.192911106999999943e-01
-2.668437330000000079e-08,-1.176586144000000000e-01
-2.631413146999999931e-08,-1.160261181000000058e-01
-2.594388964000000113e-08,-1.143936217999999977e-01
-2.557364780999999964e-08,-1.127611255000000035e-01
-2.520410936000000101e-08,-1.111317306000000060e-01
-2.483661255000000072e-08,-1.095113377999999971e-01
-2.447128539999999955e-08,-1.079005117000000069e-01
-2.410679585999999885e-08,-1.062933788000000046e-01
-2.374197604000000008e-08,-1.046847895999999944e-01
-2.337555431000000038e-08,-1.030691370999999995e-01
-2.300671647999999977e-08,-1.014428314999999969e-01
-2.263660133000000094e-08,-9.981089371000000099e-02
-2.226647213000000012e-08,-9.817889401000000349e-02
-2.189757000000000052e-08,-9.655230481000000309e-02
-2.153106201999999896e-08,-9.493627207999999484e-02
-2.116620619000000045e-08,-9.332752412000000497e-02
-2.080172280999999908e-08,-9.172041837000000086e-02
-2.043723941999999952e-08,-9.011331260999999593e-02
-2.007275604000000146e-08,-8.850620685000000487e-02
-1.970827266000000008e-08,-8.689910110000000076e-02
-1.934378927000000053e-08,-8.529199533999999583e-02
-1.916154758000000149e-08,-8.448844245999999336e-02
-1.897930588999999915e-08,-8.368488959000000560e-02
-1.861482249999999959e-08,-8.207778383000000066e-02
-1.825033912000000153e-08,-8.047067806999999573e-02
-1.788585574000000016e-08,-7.886357232000000550e-02
-1.752126101999999869e-08,-7.725597568000000526e-02
-1.715544800999999914e-08,-7.564300721000000172e-02
-1.678724300999999958e-08,-7.401949184999999376e-02
-1.641737708999999864e-08,-7.238865306000000222e-02
-1.604714045999999881e-08,-7.075617966000000147e-02
-1.567774624999999918e-08,-6.912742077000000318e-02
-1.531052651999999987e-08,-6.750824972999999729e-02
-1.494534359000000132e-08,-6.589805945000000442e-02
-1.458086020000000011e-08,-6.429095370000000031e-02
-1.421637682000000039e-08,-6.268384793999999538e-02
-1.385189342999999918e-08,-6.107674218999999821e-02
-1.348741004999999946e-08,-5.946963643000000022e-02
-1.312292666999999974e-08,-5.786253067000000222e-02
-1.275844328000000018e-08,-5.625542491999999811e-02
-1.239395990000000046e-08,-5.464831916000000012e-02
-1.202947652000000074e-08,-5.304121341000000295e-02
-1.166499312999999953e-08,-5.143410764999999801e-02
-1.130050974999999981e-08,-4.982700189000000002e-02
-1.093602636000000025e-08,-4.821989614000000285e-02
-1.057154298000000053e-08,-4.661279037999999791e-02
-1.020705960000000081e-08,-4.500568461999999992e-02
-9.842576210999999750e-09,-4.339857887000000275e-02
-9.478092826999999433e-09,-4.179147310999999781e-02
-9.113609443000000771e-09,-4.018436736000000065e-02
-8.749126059000000455e-09,-3.857726160000000265e-02
-8.384642675000000139e-09,-3.697015583999999772e-02
-8.020159290999999822e-09,-3.536305009000000055e-02
-7.655675906999999506e-09,-3.375594433000000255e-02
-7.291192524000000166e-09,-3.214883856999999762e-02
-6.926709139999999849e-09,-3.054173282000000045e-02
-6.562225756000000360e-09,-2.893462705999999898e-02
-6.197742372000000044e-09,-2.732752130999999834e-02
-5.833258987999999727e-09,-2.572041555000000035e-02
-5.468775604000000238e-09,-2.411330978999999888e-02
-5.104292219999999922e-09,-2.250620404000000171e-02
-4.739808835999999605e-09,-2.089909828000000025e-02
-4.375325452000000116e-09,-1.929199251999999878e-02
-4.010842067999999800e-09,-1.768488677000000162e-02
-3.646358683999999897e-09,-1.607778101000000015e-02
-3.281875299999999994e-09,-1.447067525999999951e-02
-2.917391916000000091e-09,-1.286356949999999978e-02
-2.552908532000000188e-09,-1.125646374000000005e-02
-2.188425147999999872e-09,-9.649357986999999859e-03
-1.823941763999999969e-09,-8.042252231000000112e-03
-1.461060608000000060e-09,-6.442211128999999689e-03
-1.102441815000000093e-09,-4.860963943000000398e-03
-7.565177117000000090e-10,-3.335691070000000157e-03
-4.406029982999999980e-10,-1.942737709999999918e-03
-1.616880441999999884e-10,-7.129262897000000028e-04
8.994924880000000279e-11,3.966105502999999984e-04
3.244834677000000085e-10,1.430735314000000083e-03
5.515416886000000403e-10,2.431896381000000010e-03
7.779742464000000243e-10,3.430298731000000143e-03
1.004406804000000041e-09,4.428701081000000275e-03
1.230839361999999992e-09,5.427103431000000408e-03
1.457271919999999944e-09,6.425505780999999673e-03
1.683704478000000103e-09,7.423908130000000244e-03
1.910137034999999905e-09,8.422310480000000377e-03
2.136569592999999857e-09,9.420712830000000509e-03
2.363002150999999809e-09,1.041911518000000064e-02
2.589434709000000174e-09,1.141751753000000077e-02
2.815867267000000126e-09,1.241591987999999917e-02
3.042299823999999929e-09,1.341432222999999931e-02
3.268732381999999881e-09,1.441272457999999944e-02
3.495164939999999832e-09,1.541112692999999957e-02
3.721597498000000198e-09,1.640952928000000144e-02
3.948030054999999587e-09,1.740793163000000157e-02
4.174462613000000366e-09,1.840633398000000170e-02
4.400895171000000318e-09,1.940473632999999837e-02
4.627327729000000270e-09,2.040313867999999850e-02
4.853760287000000221e-09,2.140154102999999863e-02
5.080192844000000024e-09,2.239994337999999877e-02
5.306625401999999976e-09,2.339834572999999890e-02
5.533057959999999928e-09,2.439674807999999903e-02
5.759490517999999879e-09,2.539515042999999916e-02
5.985923075999999831e-09,2.639355277999999930e-02
6.212355632999999634e-09,2.739195512999999943e-02
6.438788191000000413e-09,2.839035747999999956e-02
6.665220749000000365e-09,2.938875982999999970e-02
6.891653307000000316e-09,3.038716217999999983e-02
7.118085865000000268e-09,3.138556452999999996e-02
7.344518422000000071e-09,3.238396687999999662e-02
7.570950980000000023e-09,3.338236923000000023e-02
7.797383538000000802e-09,3.438077157999999689e-02
8.023816095999999926e-09,3.537917393000000049e-02
8.250248654000000705e-09,3.637757627999999716e-02
8.476681210999999681e-09,3.737597861999999993e-02
8.703113769000000460e-09,3.837438096999999659e-02
8.929546326999999584e-09,3.937278332000000020e-02
